_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3183705,324719618,23175626,14,2023-11-04T20:18:00,"1800 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,CRIM MISCHIEF,3304 Criminal Mischief.,2412,1,1,-79.98524427776053,40.46742982055183
3183706,324720928,23175648,99,2023-11-04T22:00:00,"700 Block Dunmore St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,DOG BITE,9492 Dog Bite,1203,9,2,-79.90167283196172,40.47168833639658
3183707,324722792,23175477,10,2023-11-04T15:00:00,"3100 Block Landis St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.05560025984737,40.456481563797496
3183708,324723411,23175724,0,2023-11-05T01:15:00,"100 Block N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1115,,,,
3183709,323333528,23163886,3,2023-10-15T11:40:00,"500 Block Village Rd Pittsburgh, PA 15205",Y,Fairywood,6,ROBBERY,3701 Robbery.,2808,2,5,-80.07815528005034,40.45044062524972
3183710,323334496,23163911,11,2023-10-15T13:20:00,"Blvd Of The Allies & Halket St Pittsburgh, PA 15213",N,Central Oakland,4,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,405,3,3,-79.95812244836533,40.435911962809335
3183711,323341391,23164007,18,2023-10-15T17:23:00,"1600 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,305,6,3,-79.98380809701592,40.43835816009891
3183712,323343823,23164040,6,2023-10-15T18:50:00,"River Ave & Warlock St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2701,,,,
3183713,323350130,23164079,99,2023-10-15T20:38:00,"10 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,3,-79.98104945246165,40.42581074048773
3183714,324321541,23172532,99,2023-10-30T10:04:00,"6900 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,FOUND DRUGS,9017 Found Drugs,1207,,,,
3183715,324326151,23170106,0,2023-10-26T14:05:00,"Fort Pitt Blvd & Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.99909967383293,40.43604421028117
3183716,324334272,23172548,10,2023-10-30T11:04:00,"E North Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 2709.2 Stalking Conduct or Repeatedly Communicates",2204,1,1,-80.0061705002625,40.455535391740284
3183717,324361696,23172603,27,2023-10-30T12:30:00,"Buttermilk Hollow Rd & Mifflin Rd Pittsburgh, PA 15207",N,Lincoln Place,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3102,5,3,-79.90845623021589,40.36506944657011
3183718,324362040,23172716,0,2023-10-30T17:26:00,"Haldane St & Alma St Pittsburgh, PA 15207",N,Greenfield,4,99,9999 9999 - (Misc. Incident): ,1516,5,3,-79.94247705050223,40.42153880935894
3183719,324368304,23172832,99,2023-10-30T19:00:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1408,5,3,-79.92306794719867,40.43587962230115
3183720,324390541,23171617,10,2023-10-28T18:20:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,1,1,-80.0298823835126,40.468019530879225
3183721,324396128,23172982,6,2023-10-30T16:15:00,"800 Block E SAW Mill Run Blvd Pittsburgh, PA 15211",N,Bon Air,3,THEFT FROM AUTO,3934 Theft from Vehicle,1806,,,,
3183722,324401799,23173003,6,2023-10-29T05:00:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,9,2,-79.87406755546291,40.45320444634244
3183723,324407266,23173043,6,2023-10-31T08:30:00,"200 Block S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,806,7,2,-79.9412931230829,40.46413647910519
3183724,324424051,23173108,99,2023-10-31T11:40:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1106,9,2,-79.90861667551917,40.470305633259095
3183725,324221003,23171337,99,2023-10-28T06:05:00,"700 Block Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,5,3,-79.93307298818782,40.41979894024724
3183726,324232383,23171433,10,2023-10-28T02:53:00,"3600 Block Dawson St Pittsburgh, PA 15213",Y,Central Oakland,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 5506 Loitering and Prowling at Night,406,3,3,-79.95253548882393,40.43624621981158
3183727,324235755,23171507,99,2023-10-28T13:50:00,"900 Block Mina St Pittsburgh, PA 15212",N,Spring Hill-City View,1,FOUND DRUGS,9017 Found Drugs,2620,1,1,-79.99918753733449,40.468957427087126
3183728,324238361,23171513,6,2023-10-26T13:55:00,"900 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1918,4,5,-80.01991998102302,40.39224011392672
3183729,324238716,23171567,6,2023-10-28T16:06:00,"1900 Block Liberty Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,203,4,5,-80.01922359698003,40.405124213192494
3183730,324239118,23171582,6,2023-10-28T15:15:00,"1900 Block Liberty Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,203,4,5,-80.01922359698003,40.405124213192494
3183731,324251800,23171900,0,2023-10-29T06:30:00,"3200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1609,2,5,-80.0503523914372,40.46151075224005
3183732,324256790,23172012,6,2023-10-29T09:30:00,"1100 Block Amanda St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.98927497106405,40.40548317347655
3183733,324266574,23172131,0,2023-10-29T15:00:00,"400 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9093 Indirect Criminal Contempt,201,6,6,-80.00108013983736,40.43943315116132
3183734,324269094,23172191,27,2023-10-29T16:30:00,"Greenleaf St & Horner St Pittsburgh, PA 15211",N,Duquesne Heights,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1911,2,5,-80.03081318341155,40.440249926159275
3183735,324270211,23172144,6,2023-10-29T15:07:00,"5500 Block Bryant St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1102,7,2,-79.92606736400336,40.47784496948214
3183736,324272008,23172232,27,2023-10-28T16:00:00,"2100 Block Sur Way Pittsburgh, PA 15210",N,Arlington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1603,3,3,-79.97761351759718,40.41526434622974
3183737,324248975,23171822,3,2023-10-29T00:44:00,"300 Block Morewood Ave Pittsburgh, PA 15232",N,Shadyside,4,ROBBERY,3701 Robbery. / 2702 Aggravated Assault.,709,,,,
3183738,324250231,23171766,5,2023-10-28T23:23:00,"100 Block Home St Pittsburgh, PA 15201",N,Central Lawrenceville,2,BURGLARY,3502 Burglary.,901,3,3,-79.95406119151058,40.43212855583167
3183739,324260473,23172030,14,2023-10-29T10:00:00,"7200 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1302,9,2,-79.89515280659609,40.45999755298615
3183740,324261083,23172003,0,2023-10-29T09:30:00,"800 Block Heberton St Pittsburgh, PA 15206",N,Highland Park,5,99,9997 Overdose Death,1106,7,2,-79.916651696825,40.46865738969623
3183741,324262084,23172073,0,2023-10-29T12:05:00,"300 Block Cedar Cswy Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-80.00090780760613,40.450893557101246
3183742,324264397,23172101,10,2023-10-29T12:35:00,"Wharton St & S 17th St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,3,3,-79.98186326004237,40.43066566196307
3183743,324264684,23172128,99,2023-10-29T12:15:00,"400 Block Bailey Ave Pittsburgh, PA 15211",N,Glen Hazel,3,FOUND PROPERTY,9489 Found Property,1504,3,5,-79.99982070269678,40.42669473124323
3183744,324270912,23172206,0,2023-10-29T17:22:00,"4700 Block Monongahela St Pittsburgh, PA 15207",Y,Hazelwood,4,99,3503(b.1) Criminal Trespass - Simple Trespasser,1501,5,3,-79.94375259792729,40.41349899041416
3183745,323471094,23164897,0,2023-10-17T10:30:00,"1300 Block Pocono St Pittsburgh, PA 15218",N,Swisshelm Park,4,99,9994 PFA Service,1411,5,3,-79.90175835392213,40.41933863020321
3183746,323471242,23164877,0,2023-10-17T10:30:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3183747,323481028,23164906,11,2023-10-17T11:30:00,"1600 Block Creedmoor Ave Pittsburgh, PA 15226",N,Brookline,6,IDENTITY THEFT,4120 Identity Theft,1918,4,5,-80.01087666200881,40.38814007039843
3183748,323481220,23164863,27,2023-10-16T15:30:00,"30 Block Merritt Ave Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2904,4,3,-79.97889387990048,40.38383203421465
3183749,324730112,23136626,26,2023-11-03T08:00:00,"300 Block Boulevard of the Allies Pittsburgh, PA 15222",Y,Central Business District,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,201,6,6,-80.00185666391744,40.43809912247293
3183750,324736615,23175536,27,2023-11-04T12:57:00,"Allegheny River Blvd & Washington Blvd Pittsburgh, PA 15147",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1201,7,2,-79.90784012297259,40.484251642825015
3183751,324737248,23175924,10,2023-11-05T12:21:00,"7900 Block Batavia St Pittsburgh, PA 15221",Y,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306,9,2,-79.88543568792932,40.45345178556432
3183752,324743888,23175877,2,2023-11-05T10:11:00,Zone 3,Y,,3,RAPE,3121 Rape. / 3502 Burglary. / 2709(a) Harassment. / 2902 Unlawful Restraint. / 901 Criminal Attempt,,,,,
3183753,324745431,23176008,10,2023-11-05T14:45:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.00029037044739,40.440526190504364
3183754,324745455,23175995,6,2023-11-05T09:00:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.00029037044739,40.440526190504364
3183755,324749619,23175759,23,2023-11-05T01:55:00,"E Carson St & S 17th St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1702,3,3,-79.98205089191548,40.42884289610576
3183756,324750994,23176066,18,2023-11-05T18:08:00,"Beltzhoover Ave & Chalfont St Pittsburgh, PA 15210",Y,Beltzhoover,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 4703 Operation of Vehicle without Official Certif. of Inspection / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 1301 Registration and Certificate of Title Required.,1809,3,5,-79.99721879513125,40.41676006442919
3183757,324753028,23176095,0,2023-11-05T19:40:00,"1900 Block Noblestown Rd Pittsburgh, PA 15205",Y,Westwood,6,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,2811,2,5,-80.05204204756394,40.43598383960359
3183758,324776186,23176288,27,2023-11-06T07:53:00,"31st St Brg & River Ave Pittsburgh, PA 15212",N,Spring Garden,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2412,1,1,-79.97942454285402,40.46460156530076
3183759,-3701000164,23164434,27,2023-10-16T14:46:00,"Charlotte St & 38th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.9649701962546,40.46741383562734
3183760,323433087,23164453,10,2023-10-16T15:42:00,"Brookline Blvd & Flatbush Ave Pittsburgh, PA 15226",Y,Brookline,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 9498 302 (Mental),1918,4,5,-80.01997184061612,40.39372381910317
3183761,324431181,23164275,10,2023-10-16T09:05:00,"30 Block Duquesne Plz Duquesne, PA 15110",Y,Hazelwood,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709.A3 HARASSMENT - COURSE OF CONDUCT W/NO LEGIT. PURPOSE,1515,,,-79.84599270654947,40.3740396841677
3183762,-3548164595,23173131,99,2023-10-31T12:40:00,"2700 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,AIDED CASE,9497 Aided Case,2902,4,3,-79.97808109892492,40.3843384056868
3183763,324433013,23173149,11,2023-10-31T13:30:00,"5400 Block BROAD St Pittsburgh, PA 15206",N,Garfield,5,THEFT BY DECEPTION,3922 Theft by Deception.,1114,9,2,-79.93580716136063,40.46542010348031
3183764,324202358,23170986,0,2023-10-27T17:20:00,"2700 Block West Liberty Ave Pittsburgh, PA 15216",N,Brookline,6,99,3736 Reckless Driving,1917,7,6,-79.97561760950178,40.45485558555251
3183765,324442606,23173214,14,2023-10-23T17:30:00,"Kelly St & N Homewood Ave Pittsburgh, PA 15208",N,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief.,1303,9,2,-79.89702703408766,40.455534327564266
3183766,324445748,23173279,10,2023-10-31T14:35:00,Zone 5,N,,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3126 Indecent Assault.",,,,,
3183767,324457068,23173337,3,2023-10-31T19:40:00,"4700 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle. / 2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,804,,,,
3183768,-3714003526,23173537,6,2023-11-01T06:15:00,"2300 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97314716295851,40.426960862031095
3183769,324478152,23173563,6,2023-11-01T08:20:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.99740883167522,40.441533222252524
3183770,324494970,23173629,14,2023-11-01T08:00:00,"8100 Block Conemaugh St Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.88303914432095,40.45482774841627
3183771,324499726,23173118,9,2023-10-31T11:14:00,"3rd Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99989132962422,40.438220057480564
3183772,324502671,23173645,14,2023-11-01T10:00:00,"1600 Block Denniston St Pittsburgh, PA 15217",N,Squirrel Hill North,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1403,5,3,-79.91836026017552,40.44032430983206
3183773,324512429,23173667,6,2023-11-01T05:30:00,"5700 Block Holden St Pittsburgh, PA 15232",Y,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle / 9489 Found Property,705,,,,
3183774,324520728,23173744,99,2023-11-01T14:28:00,"900 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-79.99793948033764,40.44294530587832
3183775,324275602,23172225,99,2023-10-29T18:21:00,"1600 Block Naugle St Pittsburgh, PA 15207",Y,Lincoln Place,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3102,,,,
3183776,324281085,23172306,15,2023-10-29T23:20:00,"Sandusky Ct & Henderson St Pittsburgh, PA 15212",N,Fineview,1,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3323 Stop Signs and Yield Signs. / 7513 Restriction on Alcoholic Beverages - Open Container / 4524 Windshield Obstructions and Wipers. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2509,6,1,-80.00540183454405,40.45921471309585
3183777,324323083,23172566,0,2023-10-30T11:45:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9993 PFA Service with Weapons Supplement,2620,1,1,-79.99204184514898,40.46535964895462
3183778,324348887,23172675,0,2023-10-30T16:15:00,"6400 Block Station St Pittsburgh, PA 15206",N,Hazelwood,5,99,9093 Indirect Criminal Contempt,1501,9,2,-79.9187492236702,40.46105319255318
3183779,324369391,23168836,6,2023-10-24T03:30:00,"1800 Block Plainview Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1917,4,5,-80.0161883685199,40.40577665411253
3183780,324273268,23172289,5,2023-10-29T01:45:00,"400 Block Knox Ave Pittsburgh, PA 15210",N,Allentown,3,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1803,3,5,-79.99115219679621,40.419107999172034
3183781,324322651,23172524,99,2023-10-30T10:00:00,"100 Block 44th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),901,7,2,-79.96281719043934,40.47348919954839
3183782,324333925,23172589,27,2023-10-30T12:10:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,9,2,-79.89564758083468,40.454024491261066
3183783,324339047,23172607,18,2023-10-30T12:45:00,"2700 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,STOLEN PROPERTY - OTHER,"13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm",2018,2,5,-80.04814681539088,40.45454914280751
3183784,324349002,23172644,10,2023-10-30T14:10:00,"1400 Block Marshall Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709 Harassment (Non-Specific),2704,1,1,-80.02970226644126,40.46306534340484
3183785,323482415,23164898,4,2023-10-17T11:11:00,"Penn Ave & 11th St Pittsburgh, PA 15222",N,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701 Simple Assault.,201,7,6,-79.9938619057297,40.444944576540124
3183786,323487860,23164985,0,2023-10-17T13:55:00,"1400 Block Page St Pittsburgh, PA 15233",N,Chateau,1,99,9994 PFA Service,2108,6,1,-80.02546640255407,40.451313691273306
3183787,323497502,23165010,0,2023-10-17T15:00:00,"Centre Ave & 6th Ave Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.99418099645924,40.43997863184428
3183788,323497754,23164986,6,2023-10-17T13:56:00,"300 Block Robinson (Rear Parking Lot) St Pittsburgh, PA 15213",N,Terrace Village,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,510,,,,
3183789,323499766,23165014,4,2023-10-16T23:00:00,"500 Block N Taylor Ave E Pittsburgh, PA 15212",N,Central North Side,1,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children.,2206,1,1,-80.01233900798712,40.45657467249231
